Squad,defense_# Pl,defense_90s,defense_Tkl,defense_TklW,defense_Def 3rd,defense_Mid 3rd,defense_Att 3rd,defense_Tkl.1,defense_Att,defense_Tkl%,defense_Lost,defense_Blocks,defense_Sh,defense_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,defense_Season,keeper_# Pl,keeper_MP,keeper_Starts,keeper_Min,keeper_90s,keeper_GA,keeper_GA90,keeper_SoTA,keeper_Saves,keeper_Save%,keeper_W,keeper_D,keeper_L,keeper_CS,keeper_CS%,keeper_PKatt,keeper_PKA,keeper_PKsv,keeper_PKm,keeper_Save%.1,keeper_Season,league_Rank,league_MP,league_W,league_D,league_L,league_GF,league_GA,league_GD,league_Pts,league_Pts/MP,league_xG,league_xGA,league_xGD,league_xGD/90,league_Attendance,league_Season,passing_# Pl,passing_90s,passing_Cmp,passing_Att,passing_Cmp%,passing_TotDist,passing_PrgDist,passing_Cmp.1,passing_Att.1,passing_Cmp%.1,passing_Cmp.2,passing_Att.2,passing_Cmp%.2,passing_Cmp.3,passing_Att.3,passing_Cmp%.3,passing_Ast,passing_xAG,passing_xA,passing_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_Season,shooting_# Pl,shooting_90s,shooting_Gls,shooting_Sh,shooting_SoT,shooting_SoT%,shooting_Sh/90,shooting_SoT/90,shooting_G/Sh,shooting_G/SoT,shooting_Dist,shooting_FK,shooting_PK,shooting_PKatt,shooting_xG,shooting_npxG,shooting_npxG/Sh,shooting_G-xG,shooting_np:G-xG,shooting_Season,standard_# Pl,standard_Age,standard_Poss,standard_MP,standard_Starts,standard_Min,standard_90s,standard_Gls,standard_Ast,standard_G+A,standard_G-PK,standard_PK,standard_PKatt,standard_CrdY,standard_CrdR,standard_xG,standard_npxG,standard_xAG,standard_npxG+xAG,standard_PrgC,standard_PrgP,standard_Gls.1,standard_Ast.1,standard_G+A.1,standard_G-PK.1,standard_G+A-PK,standard_xG.1,standard_xAG.1,standard_xG+xAG,standard_npxG.1,standard_npxG+xAG.1,standard_Season,Season,League,GK_SaveImpact,GK_PenaltyImpact
Lorient,29,38.0,696,412,337,292,67,383,811,47.2,428,405,115,290,412,1108,776,9,2021-2022,2,38,38,"3,420",38.0,63,1.66,148,88,60.8,8,12,18,11,28.9,6,5,0,1,0.0,2021-2022,16,38,8,12,18,35,63,-28,36,0.95,41.3,50.5,-9.2,-0.24,"12,738",2021-2022,29,38.0,13156,16818,78.2,241458,86977,5597,6471,86.5,5492,6467,84.9,1630,2876,56.7,20,29.7,27.5,-9.7,321,998,218,76,1258,2021-2022,29,38.0,35,442,146,33.0,11.63,3.84,0.07,0.22,19.3,32,3,3,41.3,39.0,0.09,-6.3,-7.0,2021-2022,29,26.2,44.4,38,418,"3,420",38.0,35,20,55,32,3,3,69,4,41.3,39.0,29.7,68.7,569,1258,0.92,0.53,1.45,0.84,1.37,1.09,0.78,1.87,1.03,1.81,2021-2022,2021-2022,Ligue-1,3.0423993540148393,0.0
Lyon,30,38.0,632,367,264,270,98,279,614,45.4,335,385,91,294,396,1028,621,17,2021-2022,2,38,38,"3,418",38.0,51,1.34,173,124,74.6,17,11,10,9,23.7,8,7,1,0,12.5,2021-2022,8,38,17,11,10,66,51,15,61,1.61,66.9,54.6,12.4,0.33,"32,329",2021-2022,30,38.0,19787,23388,84.6,340268,116719,8987,9961,90.2,8403,9364,89.7,1780,2835,62.8,45,48.3,50.8,-3.3,422,1486,346,66,1756,2021-2022,30,38.0,64,546,192,35.2,14.37,5.05,0.1,0.29,17.1,18,8,8,66.9,60.7,0.11,-2.9,-4.7,2021-2022,30,25.6,58.4,38,418,"3,420",38.0,64,45,109,56,8,8,65,6,66.9,60.7,48.3,109.0,781,1756,1.68,1.18,2.87,1.47,2.66,1.76,1.27,3.03,1.6,2.87,2021-2022,2021-2022,Ligue-1,3.8486552532140386,0.25993019270997947
Marseille,27,38.0,556,319,252,238,66,232,501,46.3,269,263,65,198,327,883,437,10,2021-2022,2,38,38,"3,420",38.0,38,1.0,112,75,69.6,21,8,9,15,39.5,4,4,0,0,0.0,2021-2022,2,38,21,8,9,63,38,25,71,1.87,58.2,39.0,19.2,0.51,"51,755",2021-2022,27,38.0,21253,24524,86.7,361998,109449,9918,10745,92.3,8776,9635,91.1,1878,2900,64.8,40,41.1,41.7,-1.1,384,1547,336,59,1866,2021-2022,27,38.0,61,489,157,32.1,12.87,4.13,0.1,0.32,17.8,28,10,10,58.2,50.5,0.1,2.8,0.5,2021-2022,27,25.0,61.7,38,418,"3,420",38.0,61,40,101,51,10,10,61,3,58.2,50.5,41.1,91.6,762,1866,1.61,1.05,2.66,1.34,2.39,1.53,1.08,2.61,1.33,2.41,2021-2022,2021-2022,Ligue-1,3.290261921823789,0.0
Metz,36,38.0,711,442,395,275,41,300,649,46.2,349,452,139,313,507,1218,782,11,2021-2022,2,38,38,"3,417",38.0,69,1.82,178,111,64.0,6,13,19,8,21.1,5,5,0,0,0.0,2021-2022,19,38,6,13,19,35,69,-34,31,0.82,29.2,62.5,-33.4,-0.88,"14,876",2021-2022,36,38.0,12069,15688,76.9,222449,84751,5120,6014,85.1,5157,6079,84.8,1430,2715,52.7,24,21.5,21.1,2.5,275,818,126,49,1015,2021-2022,36,38.0,33,370,112,30.3,9.74,2.95,0.09,0.29,20.5,16,1,1,29.2,28.4,0.08,3.8,3.6,2021-2022,36,25.9,42.9,38,418,"3,420",38.0,33,24,57,32,1,1,94,9,29.2,28.4,21.5,49.9,572,1015,0.87,0.63,1.5,0.84,1.47,0.77,0.57,1.33,0.75,1.31,2021-2022,2021-2022,Ligue-1,3.3199269157380833,0.0
Monaco,27,38.0,745,435,292,368,85,324,701,46.2,377,378,103,275,424,1169,487,10,2021-2022,1,38,38,"3,420",38.0,40,1.05,141,104,77.3,20,9,9,11,28.9,9,8,0,1,0.0,2021-2022,3,38,20,9,9,65,40,25,69,1.82,59.3,40.3,19.0,0.5,"5,877",2021-2022,27,38.0,16300,20559,79.3,293016,105290,6964,8022,86.8,7227,8418,85.9,1702,3045,55.9,45,44.1,49.0,0.9,348,1387,393,82,1871,2021-2022,27,38.0,62,445,153,34.4,11.71,4.03,0.12,0.35,17.3,17,9,9,59.3,52.3,0.12,2.7,0.7,2021-2022,27,24.4,54.1,38,418,"3,420",38.0,62,45,107,53,9,9,85,4,59.3,52.3,44.1,96.3,750,1871,1.63,1.18,2.82,1.39,2.58,1.56,1.16,2.72,1.38,2.54,2021-2022,2021-2022,Ligue-1,3.830854315525775,0.0
Montpellier,27,38.0,625,380,340,210,75,309,723,42.7,414,363,134,229,356,981,675,13,2021-2022,2,38,38,"3,420",38.0,61,1.61,215,154,74.0,12,7,19,10,26.3,6,5,1,0,16.7,2021-2022,13,38,12,7,19,49,61,-12,43,1.13,42.7,57.1,-14.4,-0.38,"10,711",2021-2022,27,38.0,13951,17804,78.4,246694,95721,6234,7133,87.4,5560,6581,84.5,1585,2917,54.3,31,28.6,28.5,2.4,290,957,239,70,1282,2021-2022,27,38.0,48,433,151,34.9,11.39,3.97,0.1,0.3,19.6,38,3,4,42.7,39.6,0.09,5.3,5.4,2021-2022,27,25.8,48.2,38,418,"3,420",38.0,48,31,79,45,3,4,77,8,42.7,39.6,28.6,68.2,604,1282,1.26,0.82,2.08,1.18,2.0,1.12,0.75,1.88,1.04,1.79,2021-2022,2021-2022,Ligue-1,3.977706021686282,0.29922383136108516
Nantes,26,38.0,685,405,331,262,92,353,774,45.6,421,419,136,283,415,1100,680,9,2021-2022,1,38,38,"3,420",38.0,48,1.26,155,105,71.6,15,10,13,8,21.1,7,4,3,0,42.9,2021-2022,9,38,15,10,13,55,48,7,55,1.45,45.5,52.7,-7.2,-0.19,"20,803",2021-2022,26,38.0,12580,16481,76.3,232016,88021,5386,6257,86.1,5234,6315,82.9,1572,2976,52.8,37,34.7,30.4,2.3,327,1086,204,76,1330,2021-2022,26,38.0,53,420,145,34.5,11.05,3.82,0.11,0.33,17.2,13,5,5,45.5,41.6,0.1,7.5,6.4,2021-2022,26,26.1,43.9,38,418,"3,420",38.0,53,37,90,48,5,5,80,4,45.5,41.6,34.7,76.3,607,1330,1.39,0.97,2.37,1.26,2.24,1.2,0.91,2.11,1.1,2.01,2021-2022,2021-2022,Ligue-1,3.6156969011906686,0.690448864434229
Nice,27,38.0,610,369,291,253,66,314,590,53.2,276,392,119,273,441,1051,595,7,2021-2022,2,38,38,"3,420",38.0,36,0.95,146,109,78.1,20,7,11,14,36.8,5,4,1,0,20.0,2021-2022,5,38,20,7,11,52,36,16,66,1.74,55.6,42.5,13.1,0.35,"16,055",2021-2022,27,38.0,16159,19832,81.5,281750,98166,7356,8328,88.3,6858,7835,87.5,1515,2645,57.3,35,39.0,39.8,-4.0,334,1151,261,102,1474,2021-2022,27,38.0,52,442,144,32.6,11.63,3.79,0.1,0.31,16.9,12,8,10,55.6,48.0,0.11,-3.6,-4.0,2021-2022,27,25.0,51.5,38,418,"3,420",38.0,52,35,87,44,8,10,77,6,55.6,48.0,39.0,86.9,732,1474,1.37,0.92,2.29,1.16,2.08,1.46,1.03,2.49,1.26,2.29,2021-2022,2021-2022,Ligue-1,3.8975278502741926,0.3218875824868201
Paris S-G,36,38.0,607,360,229,276,102,290,599,48.4,309,330,106,224,303,910,437,14,2021-2022,4,38,38,"3,417",38.0,36,0.95,142,107,76.8,26,8,4,13,34.2,3,3,0,0,0.0,2021-2022,1,38,26,8,4,90,36,54,86,2.26,76.7,39.8,36.9,0.97,"41,589",2021-2022,36,38.0,23831,26660,89.4,379833,120661,12093,12973,93.2,9125,9855,92.6,1662,2239,74.2,65,55.9,56.0,9.1,433,1844,403,51,2055,2021-2022,36,38.0,88,555,202,36.4,14.61,5.32,0.15,0.4,17.3,29,7,8,76.7,70.6,0.13,11.3,10.4,2021-2022,36,27.8,63.0,38,418,"3,420",38.0,88,65,153,81,7,8,79,4,76.7,70.6,55.9,126.6,877,2055,2.32,1.71,4.03,2.13,3.84,2.02,1.47,3.49,1.86,3.33,2021-2022,2021-2022,Ligue-1,3.8114646760396087,0.0
Reims,35,38.0,615,365,328,221,66,286,629,45.5,343,460,154,306,493,1108,753,7,2021-2022,1,38,38,"3,420",38.0,44,1.16,161,116,75.8,11,13,14,11,28.9,7,5,1,1,16.7,2021-2022,12,38,11,13,14,43,44,-1,46,1.21,37.7,46.4,-8.7,-0.23,"11,071",2021-2022,35,38.0,12097,15811,76.5,222517,84221,5187,6061,85.6,5070,6048,83.8,1511,2767,54.6,27,26.0,24.3,1.0,307,878,233,76,1185,2021-2022,35,38.0,42,389,137,35.2,10.24,3.61,0.1,0.28,18.5,5,4,6,37.7,32.8,0.09,4.3,5.2,2021-2022,35,24.0,42.2,38,418,"3,420",38.0,42,27,69,38,4,6,68,7,37.7,32.8,26.0,58.8,614,1185,1.11,0.71,1.82,1.0,1.71,0.99,0.68,1.68,0.86,1.55,2021-2022,2021-2022,Ligue-1,3.8563980221061467,0.29922383136108516
Rennes,28,38.0,546,318,234,215,97,261,550,47.5,289,347,92,255,315,861,646,12,2021-2022,3,38,38,"3,420",38.0,40,1.05,106,66,67.0,20,6,12,14,36.8,6,5,1,0,16.7,2021-2022,4,38,20,6,12,82,40,42,66,1.74,62.8,42.9,19.8,0.52,"25,493",2021-2022,28,38.0,17605,21263,82.8,330949,109096,7052,8029,87.8,7902,8886,88.9,2224,3332,66.7,61,47.1,45.8,13.9,426,1287,367,89,1737,2021-2022,28,38.0,81,548,194,35.4,14.42,5.11,0.14,0.4,16.1,14,4,4,62.8,59.6,0.11,18.2,17.4,2021-2022,28,25.3,55.9,38,418,"3,420",38.0,81,61,142,77,4,4,56,2,62.8,59.6,47.1,106.7,676,1737,2.13,1.61,3.74,2.03,3.63,1.65,1.24,2.89,1.57,2.81,2021-2022,2021-2022,Ligue-1,3.130795319089477,0.29922383136108516
Saint-Étienne,39,38.0,695,397,341,265,89,295,638,46.2,343,398,93,305,452,1147,563,10,2021-2022,3,38,38,"3,417",38.0,77,2.03,189,116,63.5,7,11,20,4,10.5,8,8,0,0,0.0,2021-2022,18,38,7,11,20,42,77,-35,32,0.84,38.3,58.2,-19.9,-0.52,"21,806",2021-2022,39,38.0,13880,17876,77.6,248220,88275,6137,7086,86.6,5607,6671,84.1,1593,2972,53.6,25,26.2,26.2,-1.2,312,1058,200,62,1400,2021-2022,39,38.0,41,434,141,32.5,11.42,3.71,0.08,0.26,20.0,23,5,5,38.3,34.5,0.08,2.7,1.5,2021-2022,39,25.1,48.5,38,418,"3,420",38.0,41,25,66,36,5,5,81,5,38.3,34.5,26.2,60.7,685,1400,1.08,0.66,1.74,0.95,1.61,1.01,0.69,1.7,0.91,1.6,2021-2022,2021-2022,Ligue-1,3.3318602858219086,0.0
Strasbourg,26,38.0,660,392,302,257,101,293,626,46.8,333,380,93,287,433,1093,563,6,2021-2022,2,38,38,"3,420",38.0,43,1.13,131,89,70.2,17,12,9,14,36.8,4,4,0,0,0.0,2021-2022,6,38,17,12,9,60,43,17,63,1.66,55.6,43.5,12.1,0.32,"23,555",2021-2022,26,38.0,14576,18653,78.1,269517,97463,6112,7060,86.6,6190,7296,84.8,1856,3259,56.9,40,39.6,41.9,0.4,348,1184,334,108,1589,2021-2022,26,38.0,56,470,150,31.9,12.37,3.95,0.11,0.33,16.8,10,6,8,55.6,49.4,0.11,0.4,0.6,2021-2022,26,27.0,49.5,38,418,"3,420",38.0,56,40,96,50,6,8,72,3,55.6,49.4,39.6,89.0,573,1589,1.47,1.05,2.53,1.32,2.37,1.46,1.04,2.51,1.3,2.34,2021-2022,2021-2022,Ligue-1,3.4277269496556326,0.0
Troyes,35,38.0,636,351,351,221,64,285,625,45.6,340,375,107,268,430,1066,656,8,2021-2022,2,38,38,"3,420",38.0,53,1.39,159,108,73.0,9,11,18,9,23.7,10,10,0,0,0.0,2021-2022,15,38,9,11,18,37,53,-16,38,1.0,39.2,50.8,-11.5,-0.3,"9,491",2021-2022,35,38.0,13093,16828,77.8,232760,90537,6026,6920,87.1,5156,6130,84.1,1466,2726,53.8,23,27.0,27.0,-4.0,285,937,216,85,1216,2021-2022,35,38.0,35,379,120,31.7,9.97,3.16,0.08,0.24,18.7,9,6,7,39.2,33.8,0.09,-4.2,-4.8,2021-2022,35,27.1,44.4,38,418,"3,420",38.0,35,23,58,29,6,7,75,6,39.2,33.8,27.0,60.8,598,1216,0.92,0.61,1.53,0.76,1.37,1.03,0.71,1.74,0.89,1.6,2021-2022,2021-2022,Ligue-1,3.7048768851206932,0.0
Ajaccio,36,38.0,637,382,321,236,80,313,694,45.1,381,359,85,274,420,1057,670,10,2022-2023,3,38,38,"3,420",38.0,74,1.95,161,89,59.6,7,5,26,6,15.8,10,9,0,1,0.0,2022-2023,18,38,7,5,26,23,74,-51,26,0.68,36.1,53.9,-17.8,-0.47,"7,369",2022-2023,36,38.0,11216,15286,73.4,206467,81586,4741,5780,82.0,4578,5701,80.3,1448,2889,50.1,12,22.8,23.4,-10.8,234,954,188,71,1169,2022-2023,36,38.0,22,311,81,26.0,8.18,2.13,0.05,0.2,18.1,12,6,9,36.1,29.5,0.1,-14.1,-13.5,2022-2023,36,29.1,43.2,38,418,"3,420",38.0,22,12,34,16,6,9,86,10,36.1,29.5,22.8,52.3,487,1169,0.58,0.32,0.89,0.42,0.74,0.95,0.6,1.55,0.78,1.38,2022-2023,2022-2023,Ligue-1,3.0322074157985006,0.0
Angers,33,38.0,652,386,311,268,73,310,610,50.8,300,402,99,303,375,1027,605,13,2022-2023,2,38,38,"3,420",38.0,81,2.13,197,119,63.5,4,6,28,4,10.5,11,9,1,1,10.0,2022-2023,20,38,4,6,28,33,81,-48,18,0.47,40.9,61.7,-20.8,-0.55,"9,630",2022-2023,33,38.0,14103,17463,80.8,252709,88748,5934,6810,87.1,6249,7208,86.7,1435,2536,56.6,18,28.0,27.6,-10.0,276,1124,214,65,1393,2022-2023,33,38.0,31,367,121,33.0,9.66,3.18,0.07,0.22,17.5,18,4,4,40.9,37.8,0.11,-9.9,-10.8,2022-2023,33,25.7,46.9,38,418,"3,420",38.0,31,18,49,27,4,4,69,5,40.9,37.8,28.0,65.7,632,1393,0.82,0.47,1.29,0.71,1.18,1.08,0.74,1.81,0.99,1.73,2022-2023,2022-2023,Ligue-1,3.3580495644910298,0.2302585092994046
Auxerre,33,38.0,674,378,337,263,74,313,678,46.2,365,441,118,323,454,1128,782,11,2022-2023,3,38,38,"3,420",38.0,63,1.66,181,117,67.4,8,11,19,7,18.4,6,4,2,0,33.3,2022-2023,17,38,8,11,19,35,63,-28,35,0.92,42.8,58.7,-15.9,-0.42,"15,606",2022-2023,33,38.0,12386,15989,77.5,240572,90967,4837,5709,84.7,5262,6177,85.2,1838,3237,56.8,17,27.3,25.6,-10.3,301,1020,243,82,1284,2022-2023,33,38.0,32,420,117,27.9,11.05,3.08,0.06,0.21,19.6,15,7,9,42.8,35.8,0.09,-10.8,-10.8,2022-2023,33,27.3,43.3,38,418,"3,420",38.0,32,17,49,25,7,9,54,6,42.8,35.8,27.3,63.1,531,1284,0.84,0.45,1.29,0.66,1.11,1.13,0.72,1.84,0.94,1.66,2022-2023,2022-2023,Ligue-1,3.5075005070897602,0.5359428248405553
Brest,29,38.0,705,417,348,289,68,356,740,48.1,384,435,115,320,475,1180,686,13,2022-2023,2,38,38,"3,420",38.0,54,1.42,179,125,73.7,11,11,16,9,23.7,9,7,2,0,22.2,2022-2023,14,38,11,11,16,44,54,-10,44,1.16,43.4,56.1,-12.7,-0.33,"12,667",2022-2023,29,38.0,12486,16452,75.9,242407,93329,4874,5833,83.6,5395,6456,83.6,1807,3246,55.7,28,29.5,30.9,-1.5,314,1027,243,94,1311,2022-2023,29,38.0,43,417,132,31.7,10.97,3.47,0.09,0.27,17.4,13,7,8,43.4,37.1,0.09,-0.4,-1.1,2022-2023,29,26.6,44.9,38,418,"3,420",38.0,43,28,71,36,7,8,63,2,43.4,37.1,29.5,66.7,592,1311,1.13,0.74,1.87,0.95,1.68,1.14,0.78,1.92,0.98,1.75,2022-2023,2022-2023,Ligue-1,3.827209199106085,0.46163602225292355
Clermont Foot,28,38.0,685,398,350,250,85,351,779,45.1,428,424,126,298,440,1125,571,17,2022-2023,2,38,38,"3,420",38.0,49,1.29,164,111,75.0,17,8,13,10,26.3,12,8,4,0,33.3,2022-2023,8,38,17,8,13,45,49,-4,59,1.55,47.5,58.2,-10.7,-0.28,"11,270",2022-2023,28,38.0,14212,17961,79.1,256952,96617,6081,7055,86.2,6018,7037,85.5,1613,2887,55.9,26,27.7,28.5,-1.7,267,1004,239,62,1304,2022-2023,28,38.0,44,393,139,35.4,10.34,3.66,0.09,0.27,18.3,16,7,10,47.5,39.6,0.1,-3.5,-2.6,2022-2023,28,27.2,48.3,38,418,"3,420",38.0,44,26,70,37,7,10,72,5,47.5,39.6,27.7,67.4,532,1304,1.16,0.68,1.84,0.97,1.66,1.25,0.73,1.98,1.04,1.77,2022-2023,2022-2023,Ligue-1,3.8294591054254354,0.731675784252961
Lens,29,38.0,540,323,225,238,77,262,570,46.0,308,401,112,289,339,879,559,7,2022-2023,2,38,38,"3,420",38.0,29,0.76,129,101,79.8,25,9,4,15,39.5,3,3,0,0,0.0,2022-2023,2,38,25,9,4,68,29,39,84,2.21,66.7,43.5,23.2,0.61,"37,652",2022-2023,29,38.0,17809,21203,84.0,307973,105609,7942,8840,89.8,7624,8652,88.1,1618,2642,61.2,49,47.4,45.6,1.6,395,1547,354,105,1829,2022-2023,29,38.0,66,518,177,34.2,13.63,4.66,0.12,0.34,16.4,6,6,9,66.7,59.8,0.12,-0.7,0.2,2022-2023,29,26.4,55.6,38,418,"3,420",38.0,66,49,115,60,6,9,63,3,66.7,59.8,47.4,107.2,738,1829,1.74,1.29,3.03,1.58,2.87,1.76,1.25,3.0,1.57,2.82,2022-2023,2022-2023,Ligue-1,3.884292491463554,0.0
Lille,26,38.0,635,370,266,265,104,314,658,47.7,344,390,74,316,301,936,543,13,2022-2023,2,38,38,"3,420",38.0,44,1.16,122,80,67.2,19,10,9,10,26.3,5,4,1,0,20.0,2022-2023,5,38,19,10,9,65,44,21,67,1.76,68.7,40.5,28.2,0.74,"36,148",2022-2023,26,38.0,19266,22826,84.4,325045,109059,8924,9956,89.6,8012,8981,89.2,1622,2635,61.6,40,46.4,52.2,-6.4,421,1602,398,61,1982,2022-2023,26,38.0,65,545,201,36.9,14.34,5.29,0.1,0.27,16.8,16,11,12,68.7,60.0,0.12,-3.7,-6.0,2022-2023,26,26.0,60.5,38,418,"3,420",38.0,65,40,105,54,11,12,82,1,68.7,60.0,46.4,106.5,798,1982,1.71,1.05,2.76,1.42,2.47,1.81,1.22,3.03,1.58,2.8,2022-2023,2022-2023,Ligue-1,3.2337878868102643,0.3218875824868201
Lorient,30,38.0,736,420,409,244,83,315,690,45.7,375,484,141,343,369,1105,849,17,2022-2023,2,38,38,"3,420",38.0,53,1.39,182,130,72.0,15,10,13,8,21.1,2,2,0,0,0.0,2022-2023,10,38,15,10,13,52,53,-1,55,1.45,44.5,58.2,-13.6,-0.36,"14,992",2022-2023,30,38.0,14837,18087,82.0,248618,91944,6810,7694,88.5,6246,7147,87.4,1173,2192,53.5,32,29.4,26.5,2.6,295,994,240,38,1329,2022-2023,30,38.0,49,397,149,37.5,10.45,3.92,0.11,0.3,17.9,16,4,6,44.5,39.8,0.1,4.5,5.2,2022-2023,30,25.2,46.6,38,418,"3,420",38.0,49,32,81,45,4,6,48,4,44.5,39.8,29.4,69.2,753,1329,1.29,0.84,2.13,1.18,2.03,1.17,0.77,1.94,1.05,1.82,2022-2023,2022-2023,Ligue-1,3.7508300300458233,0.0
Lyon,29,38.0,723,423,306,282,135,367,771,47.6,404,433,107,326,481,1204,542,12,2022-2023,2,38,38,"3,417",38.0,47,1.24,155,111,76.8,18,8,12,8,21.1,11,11,0,0,0.0,2022-2023,7,38,18,8,12,65,47,18,62,1.63,61.1,51.6,9.5,0.25,"46,058",2022-2023,29,38.0,18956,22698,83.5,326617,110346,8477,9572,88.6,8134,9170,88.7,1688,2738,61.7,45,45.1,54.5,-0.1,393,1575,381,76,1883,2022-2023,29,38.0,63,511,199,38.9,13.45,5.24,0.11,0.29,16.7,18,6,8,61.1,54.8,0.11,1.9,2.2,2022-2023,29,25.5,58.1,38,418,"3,420",38.0,63,45,108,57,6,8,61,3,61.1,54.8,45.1,99.9,709,1883,1.66,1.18,2.84,1.5,2.68,1.61,1.19,2.8,1.44,2.63,2022-2023,2022-2023,Ligue-1,3.8782894135676447,0.0
Marseille,30,38.0,685,404,271,304,110,301,593,50.8,292,366,101,265,420,1105,570,11,2022-2023,2,38,38,"3,420",38.0,40,1.05,142,105,75.4,22,7,9,10,26.3,5,5,0,0,0.0,2022-2023,3,38,22,7,9,67,40,27,73,1.92,65.3,42.5,22.8,0.6,"62,687",2022-2023,30,38.0,16817,20689,81.3,300757,97471,7113,8165,87.1,7385,8560,86.3,1744,2795,62.4,38,47.0,47.7,-9.0,397,1555,443,98,1919,2022-2023,30,38.0,61,546,173,31.7,14.37,4.55,0.1,0.32,16.7,16,6,7,65.3,60.0,0.11,-4.3,-5.0,2022-2023,30,27.3,56.7,38,418,"3,420",38.0,61,38,99,55,6,7,63,4,65.3,60.0,47.0,107.0,759,1919,1.61,1.0,2.61,1.45,2.45,1.72,1.24,2.95,1.58,2.82,2022-2023,2022-2023,Ligue-1,3.7419848512159697,0.0
Monaco,27,38.0,696,400,284,310,102,323,701,46.1,378,459,120,339,426,1122,549,14,2022-2023,1,38,38,"3,420",38.0,58,1.53,195,140,72.8,19,8,11,9,23.7,5,5,0,0,0.0,2022-2023,6,38,19,8,11,70,58,12,65,1.71,62.1,53.2,8.9,0.23,"7,095",2022-2023,27,38.0,14414,18378,78.4,263795,99640,5987,7079,84.6,6203,7320,84.7,1718,2930,58.6,47,42.2,41.9,4.8,358,1373,374,59,1820,2022-2023,27,38.0,69,470,199,42.3,12.37,5.24,0.14,0.32,17.0,10,5,8,62.1,55.7,0.12,6.9,8.3,2022-2023,27,24.7,48.2,38,418,"3,420",38.0,69,47,116,64,5,8,64,5,62.1,55.7,42.2,97.9,719,1820,1.82,1.24,3.05,1.68,2.92,1.63,1.11,2.74,1.47,2.58,2022-2023,2022-2023,Ligue-1,3.8424674719198166,0.0
Montpellier,31,38.0,684,413,362,249,73,361,745,48.5,384,448,121,327,404,1088,686,9,2022-2023,4,38,38,"3,420",38.0,62,1.63,202,138,72.3,15,5,18,11,28.9,11,6,4,1,40.0,2022-2023,12,38,15,5,18,65,62,3,50,1.32,52.2,62.2,-10.0,-0.26,"13,804",2022-2023,31,38.0,12420,16221,76.6,223908,86793,5391,6416,84.0,4978,5904,84.3,1511,2866,52.7,41,34.3,29.5,6.7,310,906,215,60,1250,2022-2023,31,38.0,64,435,165,37.9,11.45,4.34,0.13,0.35,18.3,22,7,7,52.2,46.7,0.11,11.8,10.3,2022-2023,31,26.0,45.8,38,418,"3,420",38.0,64,41,105,57,7,7,68,10,52.2,46.7,34.3,80.9,556,1250,1.68,1.08,2.76,1.5,2.58,1.37,0.9,2.27,1.23,2.13,2022-2023,2022-2023,Ligue-1,3.841447922847212,0.7783640596221253
Nantes,29,38.0,709,431,367,249,93,367,730,50.3,363,427,107,320,431,1140,731,8,2022-2023,2,38,38,"3,419",38.0,55,1.45,185,134,75.1,7,15,16,11,28.9,9,9,0,0,0.0,2022-2023,16,38,7,15,16,37,55,-18,36,0.95,42.8,52.4,-9.7,-0.25,"30,002",2022-2023,29,38.0,13283,17169,77.4,249004,92349,5334,6308,84.6,5788,6906,83.8,1710,3062,55.8,27,31.8,29.8,-4.8,330,1217,248,103,1565,2022-2023,29,38.0,35,443,151,34.1,11.66,3.97,0.07,0.21,18.1,16,3,5,42.8,39.0,0.09,-7.8,-7.0,2022-2023,29,26.7,45.9,38,418,"3,420",38.0,35,27,62,32,3,5,65,4,42.8,39.0,31.8,70.8,705,1565,0.92,0.71,1.63,0.84,1.55,1.13,0.84,1.96,1.03,1.86,2022-2023,2022-2023,Ligue-1,3.9245357519586137,0.0
Nice,34,38.0,818,467,415,295,108,382,680,56.2,298,419,115,304,413,1231,588,9,2022-2023,2,38,38,"3,420",38.0,37,0.97,147,109,76.9,15,13,10,11,28.9,5,3,1,1,25.0,2022-2023,9,38,15,13,10,48,37,11,58,1.53,57.2,44.6,12.6,0.33,"22,286",2022-2023,34,38.0,17325,20784,83.4,302310,104293,7763,8659,89.7,7395,8322,88.9,1612,2744,58.7,32,39.3,36.2,-7.3,389,1195,294,81,1534,2022-2023,34,38.0,47,507,187,36.9,13.34,4.92,0.08,0.22,17.8,11,6,7,57.2,51.7,0.1,-10.2,-10.7,2022-2023,34,26.5,51.5,38,418,"3,420",38.0,47,32,79,41,6,7,53,3,57.2,51.7,39.3,91.1,774,1534,1.24,0.84,2.08,1.08,1.92,1.51,1.04,2.54,1.36,2.4,2022-2023,2022-2023,Ligue-1,3.8428562385246043,0.34657359027997264
